,VENDOR_NAME,VENDOR_STATE_PROVINCE,MCC_DESCRIPTION
4945,BOSTON COLLEGE EMARKET,MA,"College,Universities,ProfessionalSchools"
4946,MET DAY SCHOOL,DC,Schools-Elementary&Secondary
4947,MET DAY SCHOOL,DC,Schools-Elementary&Secondary
4948,MET DAY SCHOOL,DC,Schools-Elementary&Secondary
4949,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
4950,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
4951,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
4952,AGNT FEE  89081429834832,DC,"Airlines,AirCarriers(notlistedelsewhere)"
4953,SOUTHWES  5268774638549,TX,Southwest
4954,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
4955,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
4956,GATELY COMMUNICATION C,VA,TelecommunicationsEquipmentIncl.TelephoneSales
4957,JOHN M. ELLSWORTH CO I,WI,"IndustrialSupplies,NotElsewhereClassified"
4958,ADVANSTAR COMMUNICATIO,MN,DirectMarketing-Continuity/SubscriptionMerchants
4959,POSTER COMPLIANCE CENT,CA,MiscellaneousPublishingAndPrinting
4960,USAIRWAY  03723413477081,AZ,U.S.Air
4961,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
4962,THE HOME DEPOT 2554,MD,HomeSupplyWarehouseStores
4963,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
4964,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
4965,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
4966,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
4967,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
4968,OURISMAN CHEVROLET,MD,Automobile&TruckDealer-New&Used
4969,MID ATLANTIC BEAUTY DI,MD,SpecialtyRetailStores-Miscellaneous
4970,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
4971,COMPUTER SOFTW00 OF 00,NY,"ComputerMaint&RepairService,NotElsewhereClass."
4972,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
4973,CAPITOL HILL FLOOR CO.,DC,ElectricalContractors
4974,RITZ CAMERA #475,DC,Camera&PhotographicSupplyStores
4975,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
4976,SHEEHY FORD MARLOW HEI,MD,Automobile&TruckDealer-New&Used
4977,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
4978,PAYLESSSHOESOU00013250,DC,ShoeStores
4979,HOTELS.COM,TX,TravelAgenciesandTourOperators
4980,STRAFFORD PUBLICATIONS,GA,MiscellaneousPublishingAndPrinting
4981,REI*EMS,CT,DirectMarketing-NotElsewhereClassified
4982,REI*EMS,CT,DirectMarketing-NotElsewhereClassified
4983,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
4984,HYDRAULICS UNLIMITED I,MD,RepairShopsandRelatedServices-Miscellaneous
4985,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
4986,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
4987,BUSINESS OBJECTS US,DE,ComputerSoftwareStores
4988,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
4989,IT S ALL DIRECT 2U,TN,SpecialtyRetailStores-Miscellaneous
4990,HUBERT COMPANY,OH,"CommercialEquipment,NotElsewhereClassified"
4991,"THE WHITE CANE ""& MORE",MD,SpecialtyRetailStores-Miscellaneous
4992,THE CONTAINER STORE,TX,SpecialtyRetailStores-Miscellaneous
4993,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
4994,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
4995,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
4996,RIMS,NY,"MembershipOrganizations,NotElsewhereClassified"
4997,ISO SERVICES INC,NJ,BusinessServicesNotElsewhereClassified
4998,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
4999,CBS*CANONBUS SOLUTIONS,NJ,ElectricalandSmallApplianceRepairShops
5000,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5001,EASTERN TECHNICAL ASSO,NC,Schools-Vocational
5002,BOXWOODTECH,MD,ElectronicCommerce/InformationServices
5003,FRAGERS HARDWARE,DC,HardwareStores
5004,STATE SERVICE ORGANIZA,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5005,SIMPLEX GRINNELL WEB P,MA,BusinessServicesNotElsewhereClassified
5006,TONER EXPRESS USA INC,MD,GeneralMerchandise
5007,GAL*GALLS INC,KY,DirectMarketing-CatalogMerchants
5008,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5009,GREATER WASH URBAN LEA,DC,"MembershipOrganizations,NotElsewhereClassified"
5010,FEDEX KINKO'S #0671,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5011,TONER EXPRESS USA INC,MD,GeneralMerchandise
5012,CONSTITUTION CONFERENC,PA,MiscellaneousPublishingAndPrinting
5013,TONER EXPRESS USA INC,MD,GeneralMerchandise
5014,JOBS ON THE WEB,IL,DirectMarketing-NotElsewhereClassified
5015,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
5016,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5017,WW GRAINGER,IL,"IndustrialSupplies,NotElsewhereClassified"
5018,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5019,DMI* DELL ARB BUS,TX,"Computers,ComputerPeripheralEquipment,Software"
5020,DMI* DELL ARB BUS,TX,"Computers,ComputerPeripheralEquipment,Software"
5021,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5022,FEDEX 864357977988,TN,"CourierServices-AirOrGround,FreightForwarders"
5023,HUMAN RESOURCE CERT IN,VA,"Management,Consulting&PublicRelationsServices"
5024,ASSOC FOR CAREER&TECH,VA,BusinessServicesNotElsewhereClassified
5025,ROSEN HOTELS PLAZA,FL,RosenHotels&Resorts
5026,SOUTHWES  5268524750867,TX,Southwest
5027,MARRIOTT 33716 NEW ORL,LA,MarriottHotels
5028,MOHEGAN SUN,CT,Hotels-Lodging(NotListedElsewhere)
5029,FDNY FIRE SAFETY ED FU,NY,DirectMarketing-NotElsewhereClassified
5030,CONFERENCEEDGE,CO,FAXandTelecommunicationsService
5031,CALL CENTER SCHOOL (.C,TN,ProfessionalServicesNotElsewhereDefined
5032,COLLABORATIVE TESTING,VA,TestingLaboratories(non-Medical)
5033,PUBLIC BROADCASTING SV,PA,CharitableAndSocialServiceOrganizations
5034,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5035,CITY WIDE CAB,TN,Taxicabs/Limousines
5036,PMI BWI DAILY A GARAGE,MD,AutomobileParkingLots
5037,FEDEX/KINKO'S #1864,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5038,CENTRAL SAFE AND LOCKS,DC,BusinessServicesNotElsewhereClassified
5039,NEW HORIZONS WASHINGTO,VA,"EducationalServices,NotElsewhereClassified"
5040,BLUE BOY PRINTING CORP,DC,MiscellaneousPublishingAndPrinting
5041,DISTRICT SUPPLY INC,DC,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
5042,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
5043,ARELLO,CO,DirectMarketing-NotElsewhereClassified
5044,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5045,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
5046,KASTLE SYSTEMS,VA,"PersonalServices,NotElsewhereClassified"
5047,LEX*LEXIS NEXIS,OH,DirectMarketing-NotElsewhereClassified
5048,LEX*LEXIS NEXIS,OH,DirectMarketing-NotElsewhereClassified
5049,BNA 5,VA,MiscellaneousPublishingAndPrinting
5050,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5051,BLUE BOY PRINTING CORP,DC,MiscellaneousPublishingAndPrinting
5052,"MOTOROLA, INC. - ONLIN",IL,TelecommunicationsEquipmentIncl.TelephoneSales
5053,USAIRWAY  03723416775886,AZ,U.S.Air
5054,USAIRWAY  03723416775901,AZ,U.S.Air
5055,ACCUCUT,NE,DirectMarketing-NotElsewhereClassified
5056,SOURCEMEDIA,NY,MiscellaneousPublishingAndPrinting
5057,BARRON'S EDUCATIONAL S,NY,DirectMarketing-NotElsewhereClassified
5058,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5059,THURGOOD MARSHALL ACAD,DC,"College,Universities,ProfessionalSchools"
5060,T AND B CUSTOM FRAMING,MD,SpecialtyRetailStores-Miscellaneous
5061,NORIX GROUP INC,IL,DirectMarketing-NotElsewhereClassified
5062,COCHLEAR CORPORATION,CO,Medical&DentalLaboratories
5063,SPERIAN PROTECTION INS,CT,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
5064,THRIFTY CAR RENTAL,DC,ThriftyCarRental
5065,STAYBRIDGE SUITES CHSP,VA,Hotels-Lodging(NotListedElsewhere)
5066,STAYBRIDGE SUITES CHSP,VA,Hotels-Lodging(NotListedElsewhere)
5067,WASH METRO    00034306,MD,Local/SuburbanCommuterTransportation
5068,VH SIGN CO,MD,"SpecialTradeContractors,NotElsewhereClassified"
5069,FRAGERS HARDWARE,DC,HardwareStores
5070,FRAGERS HARDWARE,DC,HardwareStores
5071,CENTER FOR SELF DETERM,MI,SpecialtyRetailStores-Miscellaneous
5072,KMART           3654,MD,DiscountStores
5073,COMCAST CABLEVISION DI,DC,CableandOtherPayTelevision
5074,MARRIOTT HOTELS KANSAS,MO,MarriottHotels
5075,MARRIOTT HOTELS KANSAS,MO,MarriottHotels
5076,MOORE MEDICAL LLC WEB,CT,"MedicalServices,NotElsewhereClassified"
5077,CENTRAL RESTAURANT,IN,"CommercialEquipment,NotElsewhereClassified"
5078,SPECIALTYSTORESERVICES,IL,"CommercialEquipment,NotElsewhereClassified"
5079,VERIFY JOB SYSTEM,NC,DataProcessingServices
5080,HARPER AND COMPANY INC,VA,"Non-DurableGoods,NotElsewhereClassified"
5081,CAPITOL PROMPTING SERV,VA,BusinessServicesNotElsewhereClassified
5082,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
5083,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
5084,BOSTON CONFERENCING,MA,FAXandTelecommunicationsService
5085,MOORE MEDICAL LLC HOUS,CT,"MedicalServices,NotElsewhereClassified"
5086,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
5087,KNOWLOGY CORP,VA,Schools-Business&Secretarial
5088,NPCL,DC,CharitableAndSocialServiceOrganizations
5089,THE HAPPY CHEF INC,NJ,GeneralMerchandise
5090,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5091,PREMIER OFFICE & MEDIC,DC,"Stationery,Office&SchoolSupplyStores"
5092,OURISMAN CHEVROLET,MD,Automobile&TruckDealer-New&Used
5093,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
5094,LOWES #01188*,MD,HomeSupplyWarehouseStores
5095,AMAZON.COM,WA,BookStores
5096,WAL-MART,VA,DiscountStores
5097,BEST BUY MHT  00002733,VA,ElectronicSales
5098,N.A.F.I.,FL,ProfessionalServicesNotElsewhereDefined
5099,NFPA NATL FIRE PROTECT,MA,DirectMarketing-NotElsewhereClassified
5100,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5101,DELTA     00626033430293,FL,Delta
5102,HYATT REGENCY JACKSONV,FL,Hotels-Lodging(NotListedElsewhere)
5103,UMCP T2 CENTER,MD,"GovernmentServices,NotElsewhereClassified"
5104,ERGOFORM,VA,"Stationery,Office&SchoolSupplyStores"
5105,ERGOFORM,VA,"Stationery,Office&SchoolSupplyStores"
5106,ERGOFORM,VA,"Stationery,Office&SchoolSupplyStores"
5107,INTERNATIONAL TRANSACTION,,Unknown
5108,FANTASYLAND HOTEL/WEST,AB,Hotels-Lodging(NotListedElsewhere)
5109,DELTA     00626039392134,CA,Delta
5110,HYATT HOTELS SF AIRPOR,CA,HyattHotels
5111,DELTA     00674136977636,GA,Delta
5112,HYATT REGENCY JACKSONV,FL,Hotels-Lodging(NotListedElsewhere)
5113,SLOAN WILLIAMS PROMOTI,MD,AdvertisingServices
5114,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5115,SENODA INC,DC,MiscellaneousPublishingAndPrinting
5116,AMERICAN SUPPLY COMPAN,DC,InformationRetrievalServices
5117,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5118,MINUTEMAN PRESS OF BET,MD,"Quick-Copy,ReproductionandBlueprintingServices"
5119,TAYLOR & FRANCIS-CRC,FL,"EducationalServices,NotElsewhereClassified"
5120,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5121,LIFE INFINITE LLC,DC,BusinessServicesNotElsewhereClassified
5122,AMTRAK .CO0771050349337,DC,PassengerRailways
5123,GIRLS AND BOYS TOWN PR,NE,DirectMarketing-NotElsewhereClassified
5124,SOUTHWES  5268524998495,TX,Southwest
5125,"TOUCAN BUSINESS FORMS,",MD,"IndustrialSupplies,NotElsewhereClassified"
5126,POSITIVE PROMOTIONS,NY,SpecialtyRetailStores-Miscellaneous
5127,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5128,CAPTION REPORTERS INC,GA,StenographicandSecretarialSupportServices
5129,LABOR LAW CENTER COM,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5130,WWW.NEWEGG.COM,CA,ElectronicSales
5131,2BESAFECOM,IL,ProtectiveServices
5132,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
5133,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
5134,ART BY GUNZ/ PINLOKS,MD,SpecialtyRetailStores-Miscellaneous
5135,IAAO ORG,MO,BusinessServicesNotElsewhereClassified
5136,SOUTHERN AVENUE GRAPHI,MD,"CommercialPhotography,Art&Graphics"
5137,INCISIVE MEDIA LLC,NY,DirectMarketing-Continuity/SubscriptionMerchants
5138,NCJRS ASPEN SYSTEMS CO,MD,ElectronicCommerce/InformationServices
5139,CJJ,DC,CharitableAndSocialServiceOrganizations
5140,MA STOCKSTILL CO,MD,RepairShopsandRelatedServices-Miscellaneous
5141,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5142,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5143,TISCH ENV. / AADCO,OH,RepairShopsandRelatedServices-Miscellaneous
5144,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
5145,ENVIRONMENTAL CAREER,VA,"TemporaryHelpServices,EmploymentAgencies"
5146,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5147,SOUTHWES  5262119298344,TX,Southwest
5148,SOUTHWES  5262119298410,TX,Southwest
5149,DELTA     00623075378192,GA,Delta
5150,GREEN ROOFS (GRHC),ON,"Civic,Social&FraternalAssociations"
5151,RADIOSHACK COR00124107,DC,ElectronicSales
5152,NFMA,PA,CharitableAndSocialServiceOrganizations
5153,ADVANCED STRIPING EQUI,GA,"CommercialEquipment,NotElsewhereClassified"
5154,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5155,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5156,NATIONAL CAPITAL REGIO,DC,"GovernmentServices,NotElsewhereClassified"
5157,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5158,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5159,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5160,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5161,MICHAELS #8809,MD,VarietyStores
5162,METRO STAMP & SEAL CO,MD,"Stationery,Office&SchoolSupplyStores"
5163,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5164,STAPLES       00107417,VA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5165,FEDEX 406007844314,TN,"CourierServices-AirOrGround,FreightForwarders"
5166,FEDEX 796423290240,TN,"CourierServices-AirOrGround,FreightForwarders"
5167,FEDEX 797429785136,TN,"CourierServices-AirOrGround,FreightForwarders"
5168,RELUMINATI REWARE,VA,"Clothing,ApparelandAccessoryShops-Miscellaneous"
5169,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5170,NELSON'S WELDING INC,DC,"SpecialTradeContractors,NotElsewhereClassified"
5171,NWA AIR   01221775792334,MN,Northwest
5172,USAIRWAY  03723424888691,AZ,U.S.Air
5173,TRAVEL INSURANCE POLIC,VA,"InsuranceSales,Underwriting,andPremiums"
5174,NATIONAL MAILING SYSTE,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
5175,MANAGEMENT CONCEPTS IN,VA,BusinessServicesNotElsewhereClassified
5176,MID-ATLANTIC SHREDDING,MD,BusinessServicesNotElsewhereClassified
5177,THOMSON WEST*TCD,MN,ProfessionalServicesNotElsewhereDefined
5178,THOMSON WEST*TCD,MN,ProfessionalServicesNotElsewhereDefined
5179,THOMSON WEST*TCD,MN,ProfessionalServicesNotElsewhereDefined
5180,TECHSTREET,MI,"EducationalServices,NotElsewhereClassified"
5181,DRI*NUANCE,MN,ComputerSoftwareStores
5182,CTX AP270301JK68DA5T,IL,TravelAgenciesandTourOperators
5183,LAWMEN SUPPLY COMPANY,MD,SpecialtyRetailStores-Miscellaneous
5184,LOCKHEED MARTIN SERVIC,NJ,"Engineering,Architectural&SurveyingServices"
5185,CREATION ENGINE INC,CA,ComputerSoftwareStores
5186,VISTAPR*VISTAPRINT.COM,MA,MiscellaneousPublishingAndPrinting
5187,MYFONTS.COM C/OBITSTRE,MA,DirectMarketing-CatalogMerchants
5188,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
5189,PRINTINGCENTERUSA,MT,MiscellaneousPublishingAndPrinting
5190,SMITH-ROOT ELECTRONICS,WA,DirectMarketing-CatalogMerchants
5191,CABELAS INC.*106942259,NE,DirectMarketing-CatalogMerchants
5192,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5193,AMERICAN  00175612387075,CT,AmericanAirlines
5194,UNITED BUSINESS MEDIA,NY,"EducationalServices,NotElsewhereClassified"
5195,HP DIRECT-PUBLICSECTOR,NE,DirectMarketing-CatalogMerchants
5196,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5197,FERGUSON ENT #32,DC,PlumbingAndHeatingEquipmentAndSupplies
5198,HOODS INSTITUTIONAL FO,DC,"Convenience,Deli,SpecialtyFoodStores"
5199,UPTOWN AUTO PARTS,DC,"AutomotiveParts,AccessoriesStores"
5200,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
5201,FEDEX 796427980439,TN,"CourierServices-AirOrGround,FreightForwarders"
5202,FEDEX 796427969055,TN,"CourierServices-AirOrGround,FreightForwarders"
5203,MOTIR SERVICES INC.,DC,LandscapingAndHorticulturalServices
5204,JARBOE PRINTING CO INC,DC,MiscellaneousPublishingAndPrinting
5205,ERGOFORM,VA,"Stationery,Office&SchoolSupplyStores"
5206,AIRTRANAI 33200636427830,GA,MesabaAviation
5207,AGNT FEE  89081436861421,DC,"Airlines,AirCarriers(notlistedelsewhere)"
5208,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
5209,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5210,RADIOSHACK    00129460,DC,ElectronicSales
5211,DURON #3360,DC,"Glass,Paint,WallpaperStores"
5212,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5213,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5214,ENVIRONMENTAL ENGI,MD,"GovernmentServices,NotElsewhereClassified"
5215,NWA AIR   01226009274082,MN,Northwest
5216,INTERNATIONAL ASSOC OF,VA,"MembershipOrganizations,NotElsewhereClassified"
5217,POLICE EXECUTIVE RESEA,DC,"MembershipOrganizations,NotElsewhereClassified"
5218,POLICE EXECUTIVE RESEA,DC,"MembershipOrganizations,NotElsewhereClassified"
5219,EBOTTLES COM,FL,BusinessServicesNotElsewhereClassified
5220,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5221,FEDEX FREIGHT EAST INC,AR,BusinessServicesNotElsewhereClassified
5222,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
5223,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5224,CAREER SERVICES LLC,OH,ProfessionalServicesNotElsewhereDefined
5225,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5226,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5227,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5228,APMI GROUP INC,MD,BusinessServicesNotElsewhereClassified
5229,ARIES SUPPLY,VA,"IndustrialSupplies,NotElsewhereClassified"
5230,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5231,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5232,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5233,LESCO SC 0771,MD,LandscapingAndHorticulturalServices
5234,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5235,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
5236,WAL-MART,MD,DiscountStores
5237,AMAZON.COM,WA,BookStores
5238,W.S. JENKS & SON,DC,AirConditioning&RefrigerationRepairShops
5239,WASHINGTON BIZ JOURNAL,VA,"Books,PeriodicalsAndNewspapers"
5240,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
5241,E PLUS TECHNOLOGY INC,VA,BusinessServicesNotElsewhereClassified
5242,ESI INTERNATIONAL,FL,"EducationalServices,NotElsewhereClassified"
5243,VEIP DBA ESP OF MD,MD,RepairShopsandRelatedServices-Miscellaneous
5244,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5245,ESI INTERNATIONAL,FL,"EducationalServices,NotElsewhereClassified"
5246,NATL FORUM BLK PUBLIC,DC,"Civic,Social&FraternalAssociations"
5247,USAIRWAY  03723420254013,AZ,U.S.Air
5248,USAIRWAY  03723420254050,AZ,U.S.Air
5249,INSAGTS/BKRS AM,VA,"MembershipOrganizations,NotElsewhereClassified"
5250,WHITAKER BROTHERS BUSI,MD,"Office,Photographic,Photocopy,andMicrofilmEquip"
5251,AMTRAK TEL0759553113540,DC,PassengerRailways
5252,ULINE  *SHIP SUPPLIES,IL,DirectMarketing-CatalogMerchants
5253,WASHINGTON MARINA,DC,"Marinas,MarineServiceandSupplies"
5254,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5255,TABLEAU SOFTWARE,WA,ComputerSoftwareStores
5256,WSHPOST*1797HEARING ..,DC,AdvertisingServices
5257,SALES & MARKETING STRA,FL,SpecialtyRetailStores-Miscellaneous
5258,UPSTART*1013104303,WI,DirectMarketing-NotElsewhereClassified
5259,AMAZON.COM,WA,BookStores
5260,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5261,INCISIVE MEDIA LLC,NY,DirectMarketing-Continuity/SubscriptionMerchants
5262,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5263,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
5264,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
5265,NATIONAL CAPITAL INDST,MD,"ConstructionMaterials,NotElsewhereClassified"
5266,NATIONAL CAPITAL REGIO,DC,"GovernmentServices,NotElsewhereClassified"
5267,HOWARD CONTINUED EDUCA,MD,"College,Universities,ProfessionalSchools"
5268,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5269,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5270,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
5271,ABSTRACT INC,DC,"Stationery,Office&SchoolSupplyStores"
5272,PAYPAL *METRODCCOMM,CA,ProfessionalServicesNotElsewhereDefined
5273,COMPUTER WORLD SERVICE,DC,DataProcessingServices
5274,CAPITAL CARD SYSTEMS I,MD,ProtectiveServices
5275,CBS*CANONBUS SOLUTIONS,NJ,ElectricalandSmallApplianceRepairShops
5276,MID ATLANTIC WASTE SYS,MD,"CommercialEquipment,NotElsewhereClassified"
5277,HI TECH SOLUTIONS INC,DC,"Computers,ComputerPeripheralEquipment,Software"
5278,"ADOBE SYSTEMS, INC.",WA,ElectronicCommerce/InformationServices
5279,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5280,KINSAIL* PRSA-NCC,VA,BusinessServicesNotElsewhereClassified
5281,AMZ*AMAZON PAYMENTS,WA,BookStores
5282,MEDICAL SUPPLY SYSTEMS,DC,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
5283,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5284,METRO CNTR TKT OFFICE,DC,Local/SuburbanCommuterTransportation
5285,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
5286,DC ASSN FOR RETARDED,DC,SpecialtyRetailStores-Miscellaneous
5287,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5288,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
5289,NWA AIR   01221774681342,MN,Northwest
5290,NWA AIR   01202640586060,MN,Northwest
5291,INTERNATIONAL ASSOC OF,MD,"EducationalServices,NotElsewhereClassified"
5292,INTERNATIONAL ASSOC OF,MD,"EducationalServices,NotElsewhereClassified"
5293,UNITED GENERAL CONTRAC,DC,"SpecialTradeContractors,NotElsewhereClassified"
5294,MA STOCKSTILL CO,MD,RepairShopsandRelatedServices-Miscellaneous
5295,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5296,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5297,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
5298,FREEWAY CONSTRUCTION L,DC,"GenlContractors-Residential,andCommercial"
5299,WW GRAINGER,IL,"IndustrialSupplies,NotElsewhereClassified"
5300,HPE WARRANTY,CA,ComputerSoftwareStores
5301,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5302,NIGP,VA,"MembershipOrganizations,NotElsewhereClassified"
5303,NIGP,VA,"MembershipOrganizations,NotElsewhereClassified"
5304,HP DIRECT - SMB,NE,DirectMarketing-NotElsewhereClassified
5305,CROWNE PLAZA HAMILTON,DC,CrownePlazaHotels
5306,GO BIG EVENT,AB,"Computers,ComputerPeripheralEquipment,Software"
5307,AIRTRANAI 33200633779530,GA,MesabaAviation
5308,BLUE BOY PRINTING CORP,DC,MiscellaneousPublishingAndPrinting
5309,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5310,SENODA INC,DC,MiscellaneousPublishingAndPrinting
